country,m49_code,year,mtn_area_tot,mtn_area_nival,mtn_area_alpine,mtn_area_montane,mtn_area_remaining
South Sudan,728,2021,37457,NA,NA,43,37414
Spain,724,2000,217941,200,817,170512,46412
Spain,724,2005,233423,201,858,182981,49382
Spain,724,2010,235423,202,866,184767,49588
Spain,724,2015,234533,202,866,184129,49337
Spain,724,2018,234192,202,866,183844,49280
Spain,724,2021,233851,202,866,183560,49223
Sri Lanka,144,2000,9792,NA,NA,NA,9792
Sri Lanka,144,2005,9792,NA,NA,NA,9792
Sri Lanka,144,2010,9792,NA,NA,NA,9792
Sri Lanka,144,2015,9792,NA,NA,NA,9792
Sri Lanka,144,2018,9792,NA,NA,NA,9792
Sri Lanka,144,2021,9792,NA,NA,NA,9792
Sudan,729,2000,144772,NA,NA,21,144751
Sudan,729,2005,144772,NA,NA,21,144751
Sudan,729,2010,144772,NA,NA,21,144751
Sudan,729,2015,144772,NA,NA,21,144751
Sudan,729,2018,144772,NA,NA,21,144751
Sudan,729,2021,144772,NA,NA,21,144751
Suriname,740,2000,8583,NA,NA,NA,8583
Suriname,740,2005,8583,NA,NA,NA,8583
Suriname,740,2010,8583,NA,NA,NA,8583
Suriname,740,2015,8583,NA,NA,NA,8583
Suriname,740,2018,8583,NA,NA,NA,8583
Suriname,740,2021,8583,NA,NA,NA,8583
Svalbard and Jan Mayen Islands,744,2000,NA,NA,NA,NA,NA
Svalbard and Jan Mayen Islands,744,2005,NA,NA,NA,NA,NA
Svalbard and Jan Mayen Islands,744,2010,NA,NA,NA,NA,NA
Svalbard and Jan Mayen Islands,744,2015,NA,NA,NA,NA,NA
Svalbard and Jan Mayen Islands,744,2018,NA,NA,NA,NA,NA
Svalbard and Jan Mayen Islands,744,2021,NA,NA,NA,NA,NA
Sweden,752,2000,65865,1624,22878,41363,NA
Sweden,752,2005,65669,1624,22878,41167,NA
Sweden,752,2010,66485,1624,22877,41984,NA
Sweden,752,2015,67128,1624,22877,42627,NA
Sweden,752,2018,67343,1624,22877,42842,NA
Sweden,752,2021,67558,1624,22878,43057,NA
Switzerland,756,2000,36544,6812,3802,25931,NA
Switzerland,756,2005,36414,6808,3781,25825,NA
Switzerland,756,2010,35731,6729,3660,25342,NA
Switzerland,756,2015,35407,6692,3603,25113,NA
Switzerland,756,2018,35409,6692,3603,25115,NA
Switzerland,756,2021,35412,6692,3603,25117,NA
Syrian Arab Republic,760,2000,28645,NA,NA,6352,22293
Syrian Arab Republic,760,2005,28645,NA,NA,6352,22293
Syrian Arab Republic,760,2010,28645,NA,NA,6352,22293
Syrian Arab Republic,760,2015,28645,NA,NA,6352,22293
Syrian Arab Republic,760,2018,28645,NA,NA,6352,22293
Syrian Arab Republic,760,2021,28645,NA,NA,6352,22293
Tajikistan,762,2000,133204,25909,26068,65427,15800
Tajikistan,762,2005,133204,25909,26068,65427,15800
Tajikistan,762,2010,133204,25909,26068,65427,15800
Tajikistan,762,2015,133204,25909,26068,65427,15800
Tajikistan,762,2018,133204,25909,26068,65427,15800
Tajikistan,762,2021,133204,25909,26068,65427,15800
Thailand,764,2000,148507,NA,NA,NA,148507
Thailand,764,2005,148507,NA,NA,NA,148507
Thailand,764,2010,148507,NA,NA,NA,148507
Thailand,764,2015,148507,NA,NA,NA,148507
Thailand,764,2018,148507,NA,NA,NA,148507
Thailand,764,2021,148507,NA,NA,NA,148507
Timor-Leste,626,2000,9210,NA,NA,NA,9210
Timor-Leste,626,2005,9210,NA,NA,NA,9210
Timor-Leste,626,2010,9210,NA,NA,NA,9210
Timor-Leste,626,2015,9210,NA,NA,NA,9210
Timor-Leste,626,2018,9210,NA,NA,NA,9210
Timor-Leste,626,2021,9210,NA,NA,NA,9210
Togo,768,2000,4418,NA,NA,NA,4418
Togo,768,2005,4418,NA,NA,NA,4418
Togo,768,2010,4418,NA,NA,NA,4418
Togo,768,2015,4418,NA,NA,NA,4418
Togo,768,2018,4418,NA,NA,NA,4418
Togo,768,2021,4418,NA,NA,NA,4418
Tokelau,772,2000,NA,NA,NA,NA,NA
Tokelau,772,2005,NA,NA,NA,NA,NA
Tokelau,772,2010,NA,NA,NA,NA,NA
Tokelau,772,2015,NA,NA,NA,NA,NA
Tokelau,772,2018,NA,NA,NA,NA,NA
Tokelau,772,2021,NA,NA,NA,NA,NA
Tonga,776,2000,20,NA,NA,NA,20
Tonga,776,2005,20,NA,NA,NA,20
Tonga,776,2010,20,NA,NA,NA,20
Tonga,776,2015,20,NA,NA,NA,20
Tonga,776,2018,20,NA,NA,NA,20
Tonga,776,2021,20,NA,NA,NA,20
Trinidad and Tobago,780,2000,260,NA,NA,NA,260
Trinidad and Tobago,780,2005,260,NA,NA,NA,260
Trinidad and Tobago,780,2010,260,NA,NA,NA,260
Trinidad and Tobago,780,2015,260,NA,NA,NA,260
Trinidad and Tobago,780,2018,260,NA,NA,NA,260
Trinidad and Tobago,780,2021,260,NA,NA,NA,260
Tunisia,788,2000,26405,NA,NA,1551,24854
Tunisia,788,2005,26405,NA,NA,1551,24854
Tunisia,788,2010,26405,NA,NA,1551,24854
Tunisia,788,2015,26405,NA,NA,1551,24854
Tunisia,788,2018,26405,NA,NA,1551,24854
Tunisia,788,2021,26405,NA,NA,1551,24854
Türkiye,792,2000,NA,NA,NA,NA,NA
Türkiye,792,2005,NA,NA,NA,NA,NA
Türkiye,792,2010,NA,NA,NA,NA,NA
Türkiye,792,2015,NA,NA,NA,NA,NA
Türkiye,792,2018,NA,NA,NA,NA,NA
Türkiye,792,2021,NA,NA,NA,NA,NA
Turkmenistan,795,2000,22223,NA,NA,6043,16179
Turkmenistan,795,2005,22223,NA,NA,6043,16179
Turkmenistan,795,2010,22223,NA,NA,6043,16179
Turkmenistan,795,2015,22223,NA,NA,6043,16179
Turkmenistan,795,2018,22223,NA,NA,6043,16179
Turkmenistan,795,2021,22223,NA,NA,6043,16179
Turks and Caicos Islands,796,2000,NA,NA,NA,NA,NA
Turks and Caicos Islands,796,2005,NA,NA,NA,NA,NA
Turks and Caicos Islands,796,2010,NA,NA,NA,NA,NA
Turks and Caicos Islands,796,2015,NA,NA,NA,NA,NA
Turks and Caicos Islands,796,2018,NA,NA,NA,NA,NA
Turks and Caicos Islands,796,2021,NA,NA,NA,NA,NA
Tuvalu,798,2000,NA,NA,NA,NA,NA
Tuvalu,798,2005,NA,NA,NA,NA,NA
Tuvalu,798,2010,NA,NA,NA,NA,NA
Tuvalu,798,2015,NA,NA,NA,NA,NA
Tuvalu,798,2018,NA,NA,NA,NA,NA
Tuvalu,798,2021,NA,NA,NA,NA,NA
Uganda,800,2000,49529,NA,109,1463,47957
Uganda,800,2005,49529,NA,109,1463,47957
Uganda,800,2010,49529,NA,109,1463,47957
Uganda,800,2015,49529,NA,109,1463,47957
Uganda,800,2018,49529,NA,109,1463,47957
Uganda,800,2021,49529,NA,109,1463,47957
Ukraine,804,2000,22548,NA,NA,22548,NA
Ukraine,804,2005,22548,NA,NA,22548,NA
Ukraine,804,2010,22548,NA,NA,22548,NA
Ukraine,804,2015,22548,NA,NA,22548,NA
Ukraine,804,2018,22548,NA,NA,22548,NA
Ukraine,804,2021,22548,NA,NA,22548,NA
United Arab Emirates,784,2000,2534,NA,NA,NA,2534
United Arab Emirates,784,2005,2534,NA,NA,NA,2534
United Arab Emirates,784,2010,2534,NA,NA,NA,2534
United Arab Emirates,784,2015,2534,NA,NA,NA,2534
United Arab Emirates,784,2018,2534,NA,NA,NA,2534
United Arab Emirates,784,2021,2534,NA,NA,NA,2534
United Kingdom of Great Britain and Northern Ireland,826,2000,28564,NA,729,27834,NA
United Kingdom of Great Britain and Northern Ireland,826,2005,28420,NA,730,27689,NA
United Kingdom of Great Britain and Northern Ireland,826,2010,28303,NA,729,27573,NA
United Kingdom of Great Britain and Northern Ireland,826,2015,28216,NA,731,27485,NA
United Kingdom of Great Britain and Northern Ireland,826,2018,28171,NA,731,27440,NA
United Kingdom of Great Britain and Northern Ireland,826,2021,28126,NA,731,27395,NA
United Republic of Tanzania,834,2000,228988,43,298,5483,223164
United Republic of Tanzania,834,2005,228988,43,298,5483,223164
United Republic of Tanzania,834,2010,228988,43,298,5483,223164
United Republic of Tanzania,834,2015,228988,43,298,5483,223164
United Republic of Tanzania,834,2018,228988,43,298,5483,223164
United Republic of Tanzania,834,2021,228988,43,298,5483,223164
United States Minor Outlying Islands,581,2000,NA,NA,NA,NA,NA
United States Minor Outlying Islands,581,2005,NA,NA,NA,NA,NA
United States Minor Outlying Islands,581,2010,NA,NA,NA,NA,NA
United States Minor Outlying Islands,581,2015,NA,NA,NA,NA,NA
United States Minor Outlying Islands,581,2018,NA,NA,NA,NA,NA
United States Minor Outlying Islands,581,2021,NA,NA,NA,NA,NA
United States of America,840,2000,2466532,44445,351775,1835134,235178
United States of America,840,2005,2466532,44445,351775,1835134,235178
United States of America,840,2010,2466532,44445,351775,1835134,235178
United States of America,840,2015,2466532,44445,351775,1835134,235178
United States of America,840,2018,2466532,44445,351775,1835134,235178
United States of America,840,2021,2466532,44445,351775,1835134,235178
United States Virgin Islands,850,2000,3,NA,NA,NA,3
United States Virgin Islands,850,2005,3,NA,NA,NA,3
United States Virgin Islands,850,2010,3,NA,NA,NA,3
United States Virgin Islands,850,2015,3,NA,NA,NA,3
United States Virgin Islands,850,2018,3,NA,NA,NA,3
United States Virgin Islands,850,2021,3,NA,NA,NA,3
Uruguay,858,2000,191,NA,NA,17,174
Uruguay,858,2005,191,NA,NA,17,174
Uruguay,858,2010,191,NA,NA,17,174
Uruguay,858,2015,191,NA,NA,17,174
Uruguay,858,2018,191,NA,NA,17,174
Uruguay,858,2021,191,NA,NA,17,174
Uzbekistan,860,2000,56625,790,2145,37903,15788
Uzbekistan,860,2005,56625,790,2145,37903,15788
Uzbekistan,860,2010,56625,790,2145,37903,15788
Uzbekistan,860,2015,56625,790,2145,37903,15788
Uzbekistan,860,2018,56625,790,2145,37903,15788
Uzbekistan,860,2021,56625,790,2145,37903,15788
Vanuatu,548,2000,4668,NA,NA,NA,4668
Vanuatu,548,2005,4668,NA,NA,NA,4668
Vanuatu,548,2010,4668,NA,NA,NA,4668
Vanuatu,548,2015,4668,NA,NA,NA,4668
Vanuatu,548,2018,4668,NA,NA,NA,4668
Vanuatu,548,2021,4668,NA,NA,NA,4668
Venezuela (Bolivarian Republic of),862,2000,251315,NA,886,8324,242104
Venezuela (Bolivarian Republic of),862,2005,251315,NA,886,8324,242104
Venezuela (Bolivarian Republic of),862,2010,251315,NA,886,8324,242104
Venezuela (Bolivarian Republic of),862,2015,251315,NA,886,8324,242104
Venezuela (Bolivarian Republic of),862,2018,251315,NA,886,8324,242104
Venezuela (Bolivarian Republic of),862,2021,251315,NA,886,8324,242104
Viet Nam,704,2000,140417,NA,NA,2255,138162
Viet Nam,704,2005,140417,NA,NA,2255,138162
Viet Nam,704,2010,140417,NA,NA,2255,138162
Viet Nam,704,2015,140417,NA,NA,2255,138162
Viet Nam,704,2018,140417,NA,NA,2255,138162
Viet Nam,704,2021,140417,NA,NA,2255,138162
Wallis and Futuna Islands,876,2000,7,NA,NA,NA,7
Wallis and Futuna Islands,876,2005,7,NA,NA,NA,7
Wallis and Futuna Islands,876,2010,7,NA,NA,NA,7
Wallis and Futuna Islands,876,2015,7,NA,NA,NA,7
Wallis and Futuna Islands,876,2018,7,NA,NA,NA,7
Wallis and Futuna Islands,876,2021,7,NA,NA,NA,7
Western Sahara,732,2000,941,NA,NA,NA,941
Western Sahara,732,2005,941,NA,NA,NA,941
Western Sahara,732,2010,941,NA,NA,NA,941
Western Sahara,732,2015,941,NA,NA,NA,941
Western Sahara,732,2018,941,NA,NA,NA,941
Western Sahara,732,2021,941,NA,NA,NA,941
Yemen,887,2000,174953,NA,NA,5009,169944
Yemen,887,2005,174953,NA,NA,5009,169944
Yemen,887,2010,174953,NA,NA,5009,169944
Yemen,887,2015,174953,NA,NA,5009,169944
Yemen,887,2018,174953,NA,NA,5009,169944
Yemen,887,2021,174953,NA,NA,5009,169944
Zambia,894,2000,70394,NA,NA,NA,70394
Zambia,894,2005,70394,NA,NA,NA,70394
Zambia,894,2010,70394,NA,NA,NA,70394
Zambia,894,2015,70394,NA,NA,NA,70394
Zambia,894,2018,70394,NA,NA,NA,70394
Zambia,894,2021,70394,NA,NA,NA,70394
Zimbabwe,716,2000,111947,NA,NA,955,110991
Zimbabwe,716,2005,111947,NA,NA,955,110991
Zimbabwe,716,2010,111947,NA,NA,955,110991
Zimbabwe,716,2015,111947,NA,NA,955,110991
Zimbabwe,716,2018,111947,NA,NA,955,110991
Zimbabwe,716,2021,111947,NA,NA,955,110991
World,001,2000,30442918,517504,5026230,13186966,11712218
World,001,2005,30456699,517512,5026261,13198972,11713955
World,001,2010,30460842,517442,5026250,13203452,11713696
World,001,2015,30459899,517410,5026236,13203182,11713071
World,001,2018,30458157,517410,5026234,13201848,11712665
World,001,2021,30456607,517409,5026237,13200797,11712163
Northern Africa,015,2000,780186,NA,18,135891,644276
Northern Africa,015,2005,780186,NA,18,135891,644277
Northern Africa,015,2010,780186,NA,18,135891,644276
Northern Africa,015,2015,780186,NA,18,135891,644276
Northern Africa,015,2018,780186,NA,18,135891,644276
Northern Africa,015,2021,780186,NA,18,135891,644276
Sub-Saharan Africa,202,2000,3261054,43,1547,217812,3041653
Sub-Saharan Africa,202,2005,3261054,43,1547,217812,3041653
Sub-Saharan Africa,202,2010,3261054,43,1547,217812,3041653
Sub-Saharan Africa,202,2015,3261013,43,1547,217812,3041612
Sub-Saharan Africa,202,2018,3260891,43,1546,217813,3041488
Sub-Saharan Africa,202,2021,3261053,43,1547,217813,3041650
Northern America,021,2000,4108958,186940,851241,2835600,235178
Northern America,021,2005,4108958,186940,851241,2835600,235178
Northern America,021,2010,4108958,186940,851241,2835600,235178
Northern America,021,2015,4108958,186940,851241,2835600,235178
Northern America,021,2018,4108958,186940,851241,2835600,235178
Northern America,021,2021,4108958,186940,851241,2835600,235178
Northern America and Europe,513,2000,9771684,373053,2884205,6201829,312596
Northern America and Europe,513,2005,9787116,373061,2884223,6214505,315328
Northern America and Europe,513,2010,9791107,372991,2884210,6218391,315515
Northern America and Europe,513,2015,9790252,372959,2884196,6217947,315150
Northern America and Europe,513,2018,9788921,372959,2884194,6216804,314964
Northern America and Europe,513,2021,9787590,372959,2884192,6215661,314779
Latin America and the Caribbean,419,2000,4571714,30184,481954,1318945,2740631
Latin America and the Caribbean,419,2005,4571715,30184,481954,1318945,2740631
Latin America and the Caribbean,419,2010,4571715,30184,481954,1318945,2740631
Latin America and the Caribbean,419,2015,4571714,30184,481954,1318945,2740631
Latin America and the Caribbean,419,2018,4571715,30184,481954,1318945,2740631
Latin America and the Caribbean,419,2021,4571715,30184,481954,1318945,2740631
Central Asia,143,2000,583195,33515,70095,378600,100985
Central Asia,143,2005,583195,33515,70095,378600,100985
Central Asia,143,2010,583195,33515,70095,378600,100985
Central Asia,143,2015,583195,33515,70095,378600,100985
Central Asia,143,2018,583195,33515,70095,378600,100985
Central Asia,143,2021,583195,33515,70095,378600,100985
Eastern Asia,030,2000,5905642,42601,1510725,3239984,1112331
Eastern Asia,030,2005,5905642,42601,1510725,3239984,1112331
Eastern Asia,030,2010,5905642,42602,1510725,3239984,1112331
Eastern Asia,030,2015,5905642,42601,1510725,3239984,1112331
Eastern Asia,030,2018,5905642,42601,1510725,3239984,1112331
Eastern Asia,030,2021,5905642,42601,1510725,3239984,1112331
Southern Asia,034,2000,2224375,35880,63155,810361,1314979
Southern Asia,034,2005,2224375,35880,63155,810361,1314979
Southern Asia,034,2010,2224375,35880,63155,810361,1314979
Southern Asia,034,2015,2224375,35880,63155,810361,1314979
Southern Asia,034,2018,2224375,35880,63155,810361,1314979
Southern Asia,034,2021,2224375,35880,63154,810361,1314979
South-eastern Asia,035,2000,1585749,NA,730,46245,1538774
South-eastern Asia,035,2005,1585749,NA,730,46245,1538774
South-eastern Asia,035,2010,1585749,NA,730,46245,1538774
South-eastern Asia,035,2015,1585749,NA,730,46245,1538774
South-eastern Asia,035,2018,1585749,NA,730,46245,1538774
South-eastern Asia,035,2021,1585749,NA,730,46245,1538774
Western Asia,145,2000,1152726,551,3472,544625,604077
Western Asia,145,2005,1151073,551,3484,543956,603082
Western Asia,145,2010,1151225,551,3487,544550,602637
Western Asia,145,2015,1151179,551,3488,544724,602417
Western Asia,145,2018,1150891,551,3488,544532,602320
Western Asia,145,2021,1150511,551,3493,544623,601845
Central Asia and Southern Asia,062,2000,2807570,69396,133250,1188961,1415964
Central Asia and Southern Asia,062,2005,2807570,69396,133250,1188961,1415964
Central Asia and Southern Asia,062,2010,2807570,69396,133250,1188961,1415964
Central Asia and Southern Asia,062,2015,2807570,69396,133250,1188961,1415964
Central Asia and Southern Asia,062,2018,2807570,69396,133250,1188961,1415964
Central Asia and Southern Asia,062,2021,2807570,69396,133250,1188961,1415964
Eastern Asia and South-eastern Asia,753,2000,7491391,42601,1511456,3286229,2651105
Eastern Asia and South-eastern Asia,753,2005,7491391,42601,1511456,3286229,2651105
Eastern Asia and South-eastern Asia,753,2010,7491391,42602,1511456,3286229,2651105
Eastern Asia and South-eastern Asia,753,2015,7491391,42601,1511456,3286229,2651105
Eastern Asia and South-eastern Asia,753,2018,7491391,42601,1511456,3286229,2651105
Eastern Asia and South-eastern Asia,753,2021,7491391,42601,1511456,3286229,2651105
Western Asia and Northern Africa,747,2000,1932912,551,3491,680517,1248353
Western Asia and Northern Africa,747,2005,1931259,551,3503,679847,1247359
Western Asia and Northern Africa,747,2010,1931411,551,3506,680442,1246913
Western Asia and Northern Africa,747,2015,1931365,551,3506,680615,1246694
Western Asia and Northern Africa,747,2018,1931077,551,3506,680423,1246597
Western Asia and Northern Africa,747,2021,1930697,551,3511,680514,1246122
Europe,150,2000,5662725,186113,2032964,3366229,77419
Europe,150,2005,5678158,186121,2032983,3378905,80150
Europe,150,2010,5682149,186052,2032969,3382791,80337
Europe,150,2015,5681293,186020,2032955,3382347,79972
Europe,150,2018,5679963,186019,2032953,3381204,79786
Europe,150,2021,5678632,186019,2032951,3380061,79601
Oceania,009,2000,606593,1676,10329,292672,301916
Oceania,009,2005,606593,1676,10329,292672,301916
Oceania,009,2010,606593,1676,10329,292672,301916
Oceania,009,2015,606593,1676,10329,292672,301916
Oceania,009,2018,606593,1676,10329,292672,301916
Oceania,009,2021,606590,1676,10329,292672,301913
Oceania excluding Australia and New Zealand,543,2000,233956,NA,NA,22030,211925
Oceania excluding Australia and New Zealand,543,2005,233956,NA,NA,22030,211925
Oceania excluding Australia and New Zealand,543,2010,233956,NA,NA,22030,211925
Oceania excluding Australia and New Zealand,543,2015,233956,NA,NA,22030,211925
Oceania excluding Australia and New Zealand,543,2018,233956,NA,NA,22030,211925
Oceania excluding Australia and New Zealand,543,2021,233952,NA,NA,22030,211922
Australia and New Zealand,053,2000,372638,1676,10329,270642,89991
Australia and New Zealand,053,2005,372638,1676,10329,270642,89991
Australia and New Zealand,053,2010,372638,1676,10329,270642,89991
Australia and New Zealand,053,2015,372638,1676,10329,270642,89991
Australia and New Zealand,053,2018,372638,1676,10329,270642,89991
Australia and New Zealand,053,2021,372638,1676,10329,270642,89991
"Europe, Northern America, Australia and New Zealand",777,2000,10144321,374729,2894534,6472471,402587
"Europe, Northern America, Australia and New Zealand",777,2005,10159754,374737,2894552,6485147,405318
"Europe, Northern America, Australia and New Zealand",777,2010,10163745,374667,2894539,6489033,405505
"Europe, Northern America, Australia and New Zealand",777,2015,10162889,374635,2894525,6488589,405140
"Europe, Northern America, Australia and New Zealand",777,2018,10161559,374635,2894523,6487446,404955
"Europe, Northern America, Australia and New Zealand",777,2021,10160228,374635,2894520,6486303,404770
Least Developed Countries (LDCs),199,2000,3582009,27224,37495,423163,3094126
Least Developed Countries (LDCs),199,2005,3582009,27224,37495,423163,3094126
Least Developed Countries (LDCs),199,2010,3582009,27224,37495,423163,3094126
Least Developed Countries (LDCs),199,2015,3582009,27224,37495,423163,3094126
Least Developed Countries (LDCs),199,2018,3582009,27224,37495,423163,3094126
Least Developed Countries (LDCs),199,2021,3582009,27224,37495,423163,3094126
Land Locked Developing Countries (LLDCs),432,2000,3441912,61089,176411,1607323,1597088
Land Locked Developing Countries (LLDCs),432,2005,3441685,61089,176413,1607095,1597088
Land Locked Developing Countries (LLDCs),432,2010,3441585,61089,176413,1606995,1597088
Land Locked Developing Countries (LLDCs),432,2015,3441502,61089,176413,1606911,1597088
Land Locked Developing Countries (LLDCs),432,2018,3441446,61089,176413,1606855,1597088
Land Locked Developing Countries (LLDCs),432,2021,3441390,61089,176413,1606799,1597088
Small Island Developing States (SIDS),722,2000,326596,NA,NA,23909,302687
Small Island Developing States (SIDS),722,2005,326596,NA,NA,23909,302687
Small Island Developing States (SIDS),722,2010,326596,NA,NA,23909,302687
Small Island Developing States (SIDS),722,2015,326596,NA,NA,23909,302687
Small Island Developing States (SIDS),722,2018,326596,NA,NA,23909,302687
Small Island Developing States (SIDS),722,2021,326593,NA,NA,23909,302683
